TP_ABRANGENCIA;SG_UF;DS_CARGO;DS_SITUACAO_CANDIDATURA;TP_AGREMIACAO;SG_UF_NASCIMENTO;NR_IDADE_DATA_POSSE;DS_GENERO;DS_GRAU_INSTRUCAO;DS_ESTADO_CIVIL;;;;DS_COR_RACA;ST_REELEICAO;ST_DECLARAR_BENS
ESTADUAL;MG;GOVERNADOR;APTO;PARTIDO ISOLADO;MG;54;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;SE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SE;45;FEMININO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;35;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;AL;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AL;74;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;CE;31;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;37;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;46;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;PI;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PI;50;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;RJ;36;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;SP;58;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;SP;56;FEMININO;SUPERIOR COMPLETO;VIÚVO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;RJ;57;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;AMARELA;N;N
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;44;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PRETA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RJ;51;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;MG;42;MASCULINO;ENSINO MÉDIO INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;GO;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;GO;48;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;61;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;53;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PE;28;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;47;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;55;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;MS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MS;49;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AC;54;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;42;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;RR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MA;50;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;DF;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;CE;58;FEMININO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;;;;PARDA;N;S
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;AM;24;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;52;FEMININO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PR;66;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;AM;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;48;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;TO;2º SUPLENTE;INAPTO;COLIGAÇÃO;GO;55;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;TO;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;65;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SP;40;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;58;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PE;52;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;49;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RN;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RN;50;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;31;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AC;38;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;65;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;SP;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RS;61;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;RJ;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;CE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;CE;55;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;S;S
ESTADUAL;PB;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PB;44;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;35;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;49;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;36;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;TO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;RN;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RN;37;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PR;2º SUPLENTE;APTO;COLIGAÇÃO;PR;63;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;GO;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;GO;56;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;INAPTO;PARTIDO ISOLADO;SP;65;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PRETA;N;N
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;51;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;49;FEMININO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;;;;BRANCA;N;N
ESTADUAL;PR;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PR;42;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RS;67;MASCULINO;ENSINO MÉDIO INCOMPLETO;SEPARADO(A) JUDICIALMENTE;;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RJ;39;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PB;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PB;47;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;78;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;SE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;54;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;36;MASCULINO;ENSINO MÉDIO INCOMPLETO;SOLTEIRO(A);;;;PRETA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;46;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;64;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;DF;1º SUPLENTE;APTO;COLIGAÇÃO;RS;65;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;GO;60;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;63;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;SENADOR;APTO;PARTIDO ISOLADO;MG;55;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;RJ;51;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;RO;VICE-GOVERNADOR;APTO;PARTIDO ISOLADO;PA;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;34;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
ESTADUAL;TO;1º SUPLENTE;APTO;PARTIDO ISOLADO;GO;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;BA;57;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;S;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;47;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MG;51;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;76;MASCULINO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PRETA;N;S
ESTADUAL;RN;2º SUPLENTE;APTO;COLIGAÇÃO;RN;64;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;ES;58;FEMININO;ENSINO MÉDIO INCOMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SP;28;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;46;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;CE;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;CE;31;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;60;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;41;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;RJ;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;RJ;63;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;AM;DEPUTADO FEDERAL;INAPTO;PARTIDO ISOLADO;AM;36;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AP;1º SUPLENTE;APTO;PARTIDO ISOLADO;MA;35;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;MA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;69;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;N
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;46;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;RN;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RN;54;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;50;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;BA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;BA;50;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PB;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;51;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;DIVORCIADO(A);;;;PARDA;N;S
ESTADUAL;MT;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MA;43;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;33;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;ES;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;ES;43;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;AL;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;AL;38;FEMININO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PA;52;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PR;54;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;MT;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MT;55;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PR;50;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PA;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PA;55;MASCULINO;ENSINO FUNDAMENTAL INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PI;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PI;71;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SP;40;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RJ;49;MASCULINO;SUPERIOR COMPLETO;SEPARADO(A) JUDICIALMENTE;;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;32;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;68;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;AL;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;AL;58;FEMININO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;44;MASCULINO;SUPERIOR INCOMPLETO;VIÚVO(A);;;;PARDA;N;N
ESTADUAL;RN;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RN;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;AP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PA;46;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;54;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;PA;2º SUPLENTE;INAPTO;COLIGAÇÃO;PA;50;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;PR;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;SC;68;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;PE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PE;50;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;PARTIDO ISOLADO;PB;57;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;SC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;SC;61;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;42;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;MG;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;MG;39;FEMININO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);;;;PARDA;N;N
ESTADUAL;BA;DEPUTADO ESTADUAL;INAPTO;COLIGAÇÃO;BA;64;MASCULINO;ENSINO MÉDIO COMPLETO;SEPARADO(A) JUDICIALMENTE;;;;BRANCA;N;N
ESTADUAL;SP;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;BA;32;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;SC;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SC;30;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;BA;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;BA;33;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;TO;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PI;44;FEMININO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;PARTIDO ISOLADO;SP;39;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PRETA;N;N
ESTADUAL;MT;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;53;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;DF;1º SUPLENTE;APTO;COLIGAÇÃO;PE;35;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;MS;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;MS;41;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;PE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PE;38;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;PARDA;N;N
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;48;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;PE;DEPUTADO FEDERAL;INAPTO;COLIGAÇÃO;PE;41;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;RS;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;54;MASCULINO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;AC;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;AC;44;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SP;28;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SE;46;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;CASADO(A);;;;BRANCA;N;N
ESTADUAL;TO;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;GO;34;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;48;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;GO;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;GO;34;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;PARDA;N;S
ESTADUAL;GO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;GO;24;FEMININO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;PR;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;49;FEMININO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;PE;45;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;MT;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;RS;47;MASCULINO;SUPERIOR INCOMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;SP;DEPUTADO ESTADUAL;INAPTO;PARTIDO ISOLADO;SP;73;MASCULINO;SUPERIOR COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;DF;DEPUTADO DISTRITAL;APTO;COLIGAÇÃO;DF;49;MASCULINO;SUPERIOR COMPLETO;SOLTEIRO(A);;;;BRANCA;N;N
ESTADUAL;CE;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;CE;49;MASCULINO;ENSINO FUNDAMENTAL COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;SP;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;SP;45;MASCULINO;SUPERIOR COMPLETO;CASADO(A);;;;BRANCA;S;S
ESTADUAL;RJ;DEPUTADO ESTADUAL;APTO;PARTIDO ISOLADO;RJ;39;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PRETA;N;N
ESTADUAL;AL;2º SUPLENTE;APTO;COLIGAÇÃO;AL;50;FEMININO;ENSINO MÉDIO COMPLETO;CASADO(A);;;;BRANCA;N;S
ESTADUAL;MG;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;MG;60;FEMININO;ENSINO MÉDIO COMPLETO;DIVORCIADO(A);;;;PARDA;N;N
ESTADUAL;RO;DEPUTADO ESTADUAL;APTO;COLIGAÇÃO;PR;46;MASCULINO;ENSINO MÉDIO COMPLETO;SOLTEIRO(A);;;;PARDA;N;S
ESTADUAL;CE;DEPUTADO FEDERAL;APTO;COLIGAÇÃO;PR;33;MASCULINO;SUPERIOR INCOMPLETO;SOLTEIRO(A);;;;BRANCA;N;S
